State_ebay,State_amaz,,ebay,amaz,lat,long
Virginia,Massachusetts,2568,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Georgia,New Jersey,2570,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Arizona,New Jersey,2571,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Hawaii,Arizona,2572,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Hawaii,2573,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Hawaii,New Jersey,2573,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Illinois,Colorado,2575,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Illinois,Massachusetts,2575,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Delaware,2579,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,New Jersey,2579,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Colorado,2580,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Washington,Michigan,2580,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Massachusetts,Massachusetts,2581,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
California,Colorado,2582,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Illinois,Colorado,2582,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,Maryland,2585,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Florida,Minnesota,2585,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Nevada,2586,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Hawaii,New York,2587,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Nevada,Nevada,2588,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Nevada,Colorado,2589,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Virginia,Washington,2590,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Virginia,Georgia,2593,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Nevada,New York,2593,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,Michigan,2595,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,Pennsylvania,2595,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Delaware,Colorado,2596,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Illinois,Arizona,2598,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Florida,2599,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Alabama,California,2601,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,Massachusetts,2602,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Hawaii,Maryland,2603,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Massachusetts,Alabama,2606,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Michigan,Massachusetts,2606,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,New Jersey,2606,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Washington,Georgia,2607,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Delaware,Connecticut,2608,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Florida,Connecticut,2608,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Minnesota,New Jersey,2608,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Illinois,2609,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Illinois,2609,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,New York,2609,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Washington,Connecticut,2610,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Minnesota,Georgia,2612,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Delaware,Georgia,2612,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,California,2614,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Hawaii,New Jersey,2614,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Delaware,Colorado,2615,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,New York,2615,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Minnesota,Arizona,2616,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,California,2616,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,California,2618,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Georgia,New York,2619,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Washington,Pennsylvania,2620,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Washington,Connecticut,2621,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Pennsylvania,California,2623,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Florida,California,2624,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
New Jersey,Alabama,2625,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Maryland,Georgia,2626,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Florida,Delaware,2628,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Georgia,Washington,2630,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Arizona,Connecticut,2632,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Pennsylvania,Pennsylvania,2632,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Florida,Florida,2634,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Maryland,Maryland,2636,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Virginia,Connecticut,2637,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Florida,Arizona,2640,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Massachusetts,Virginia,2640,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Colorado,2643,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Nevada,2643,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Minnesota,Georgia,2644,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Nevada,Minnesota,2644,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Nevada,2644,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Nevada,New Jersey,2644,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,Hawaii,2645,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Illinois,2647,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Massachusetts,New York,2647,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Nevada,2649,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Alabama,Arizona,2654,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Nevada,Connecticut,2654,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Maryland,Georgia,2654,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Florida,Pennsylvania,2654,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Georgia,Colorado,2657,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
California,North Carolina,2658,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Delaware,2660,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Alabama,Colorado,2661,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Hawaii,Colorado,2661,"n	e	g	a	t	i	v	e","n	e	g	a	t	i	v	e",,
Maryland,Maryland,2665,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Florida,New Jersey,2665,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Hawaii,Pennsylvania,2665,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Pennsylvania,Arizona,2671,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Virginia,Hawaii,2671,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
New Jersey,Colorado,2672,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,New Jersey,2672,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,New Jersey,2673,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Washington,California,2675,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Florida,Colorado,2676,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Illinois,Alabama,2677,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Arizona,Nevada,2677,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,New York,2679,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,California,2682,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
New York,California,2682,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Nevada,New York,2682,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Massachusetts,2683,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
North Carolina,Pennsylvania,2683,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Massachusetts,California,2685,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Florida,2687,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Washington,Connecticut,2689,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,California,2690,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Connecticut,Connecticut,2691,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
California,Pennsylvania,2691,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Washington,2693,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
North Carolina,Florida,2694,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Massachusetts,New Jersey,2695,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,Pennsylvania,2696,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,Virginia,2696,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Maryland,Massachusetts,2697,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Washington,Alabama,2699,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Maryland,Arizona,2699,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Washington,Washington,2700,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Illinois,New York,2701,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Washington,Illinois,2703,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,New Jersey,2704,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,Florida,2710,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Illinois,2710,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Hawaii,New Jersey,2710,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Florida,Hawaii,2712,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Massachusetts,Nevada,2713,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
New Jersey,New York,2713,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Maryland,Georgia,2714,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Virginia,Massachusetts,2714,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Colorado,Connecticut,2715,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Hawaii,Delaware,2715,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Arizona,Nevada,2716,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Connecticut,2718,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Massachusetts,Connecticut,2718,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Illinois,Virginia,2718,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Virginia,Washington,2718,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Delaware,Hawaii,2719,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Massachusetts,2721,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Maryland,Maryland,2722,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Washington,New York,2722,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Nevada,Georgia,2724,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Maryland,2724,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Michigan,2726,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Nevada,Georgia,2729,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Florida,Washington,2729,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,Georgia,2731,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Washington,Minnesota,2731,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Michigan,Massachusetts,2732,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Georgia,2734,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Illinois,Colorado,2735,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Maryland,Massachusetts,2735,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Georgia,Nevada,2735,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,Virginia,2736,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,Massachusetts,2738,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Washington,Massachusetts,2738,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Washington,Alabama,2739,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,California,2739,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Colorado,2740,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Alabama,Delaware,2741,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Minnesota,New Jersey,2741,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Illinois,New York,2743,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Arizona,California,2744,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
California,New Jersey,2745,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Maryland,California,2746,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Nevada,Georgia,2747,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,Pennsylvania,2748,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Alabama,Maryland,2750,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Maryland,Virginia,2750,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Alabama,Hawaii,2754,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
New Jersey,Connecticut,2755,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Alabama,Maryland,2756,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Hawaii,California,2757,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Florida,Massachusetts,2758,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Massachusetts,Virginia,2758,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Nevada,Illinois,2759,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,California,2761,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Nevada,Illinois,2761,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Illinois,Massachusetts,2761,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Florida,Arizona,2763,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Nevada,Alabama,2764,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Washington,Arizona,2765,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Hawaii,Connecticut,2765,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Massachusetts,Georgia,2765,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Georgia,Hawaii,2765,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,Alabama,2766,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,Illinois,2767,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Hawaii,2769,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,Michigan,2770,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Michigan,2770,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,Pennsylvania,2771,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Hawaii,Florida,2772,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,New Jersey,2774,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,New Jersey,2777,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Michigan,2778,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Georgia,Alabama,2780,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Delaware,California,2780,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Georgia,Maryland,2782,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,New Jersey,2782,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
New Jersey,Washington,2782,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Illinois,California,2783,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,Connecticut,2784,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Hawaii,Alabama,2785,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,Maryland,2785,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Illinois,Connecticut,2787,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Massachusetts,Maryland,2787,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Massachusetts,Massachusetts,2787,"n	e	g	a	t	i	v	e","n	e	g	a	t	i	v	e",,
Florida,Nevada,2788,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,Hawaii,2789,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Nevada,Massachusetts,2790,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Virginia,Virginia,2790,"n	e	g	a	t	i	v	e","n	e	g	a	t	i	v	e",,
Illinois,Arizona,2791,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Minnesota,California,2791,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Michigan,Nevada,2792,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,South Carolina,2794,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Washington,New Jersey,2795,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
California,New York,2795,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Colorado,2796,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Alabama,California,2797,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Georgia,California,2799,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Georgia,Illinois,2799,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Georgia,Pennsylvania,2799,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Delaware,North Carolina,2800,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Minnesota,California,2802,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Delaware,2805,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Minnesota,2805,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Hawaii,Alabama,2806,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Florida,2807,"n	e	g	a	t	i	v	e","n	e	g	a	t	i	v	e",,
New Jersey,Washington,2809,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Minnesota,Colorado,2810,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Hawaii,Michigan,2810,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Arizona,Connecticut,2812,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,Florida,2812,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Hawaii,New York,2814,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Virginia,Illinois,2815,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Colorado,Nevada,2816,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Hawaii,California,2818,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Massachusetts,Colorado,2818,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Nevada,2821,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,California,2822,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Minnesota,North Carolina,2822,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,Hawaii,2823,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
North Carolina,Maryland,2825,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Massachusetts,Maryland,2827,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,Pennsylvania,2828,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Nevada,2829,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,New York,2829,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Virginia,Pennsylvania,2829,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Nevada,Colorado,2830,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Colorado,2833,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,New York,2833,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Nevada,Florida,2834,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Maryland,Nevada,2834,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Delaware,2835,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Florida,2835,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Massachusetts,Minnesota,2835,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Colorado,Washington,2835,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Florida,Florida,2836,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Maryland,North Carolina,2839,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,Hawaii,2840,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Georgia,Delaware,2842,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,New York,2843,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,New Jersey,2844,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Hawaii,New York,2844,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Florida,California,2845,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Washington,Washington,2845,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Nevada,Hawaii,2846,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Georgia,Washington,2846,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Connecticut,2847,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Alabama,Hawaii,2847,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Nevada,Kansas,2848,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Nevada,Maryland,2848,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
North Carolina,New Jersey,2848,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Colorado,2849,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Washington,Hawaii,2849,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,South Carolina,2849,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
South Carolina,Delaware,2850,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Massachusetts,Pennsylvania,2850,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Nevada,California,2851,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,Illinois,2852,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,Connecticut,2853,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,Colorado,2854,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Georgia,2855,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,New Jersey,2855,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Hawaii,Georgia,2857,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Georgia,Nevada,2858,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Massachusetts,New Jersey,2858,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,California,2859,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Georgia,Nevada,2859,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
